timestamp,zone_id,metric,value,threshold,alert_status
2025-08-31 16:12:17,Z2-Chiller,humidity,77.95,70 to 80%,normal
2025-08-31 16:12:17,Z3-Produce,temperature,9.27,8 to 12 °C,normal
2025-08-31 16:12:17,Z3-Produce,humidity,82.91,80 to 95%,normal
2025-08-31 16:12:17,Z4-Pharma,temperature,-2.41,-5 to -2 °C,normal
2025-08-31 16:12:17,Z4-Pharma,humidity,58.19,50 to 60%,normal
2025-08-31 16:12:19,Z1-Freezer,temperature,-21.55,-22 to -18 °C,normal
2025-08-31 16:12:19,Z1-Freezer,humidity,50.73,50 to 70%,normal
2025-08-31 16:12:19,Z2-Chiller,temperature,2.15,2 to 4 °C,normal
2025-08-31 16:12:19,Z2-Chiller,humidity,76.56,70 to 80%,normal
2025-08-31 16:12:19,Z3-Produce,temperature,10.59,8 to 12 °C,alert
2025-08-31 16:12:19,Z3-Produce,humidity,97.75,80 to 95%,alert
2025-08-31 16:12:19,Z4-Pharma,temperature,-4.27,-5 to -2 °C,normal
2025-08-31 16:12:19,Z4-Pharma,humidity,52.83,50 to 60%,normal
2025-08-31 16:12:21,Z1-Freezer,temperature,-17.47,-22 to -18 °C,alert
2025-08-31 16:12:21,Z1-Freezer,humidity,59.87,50 to 70%,alert
2025-08-31 16:12:21,Z2-Chiller,temperature,2.99,2 to 4 °C,normal
2025-08-31 16:12:21,Z2-Chiller,humidity,75.93,70 to 80%,normal
2025-08-31 16:12:21,Z3-Produce,temperature,8.7,8 to 12 °C,normal
2025-08-31 16:12:21,Z3-Produce,humidity,81.53,80 to 95%,normal
2025-08-31 16:12:21,Z4-Pharma,temperature,-2.5,-5 to -2 °C,normal
2025-08-31 16:12:21,Z4-Pharma,humidity,53.17,50 to 60%,normal
2025-08-31 16:12:23,Z1-Freezer,temperature,-18.59,-22 to -18 °C,normal
2025-08-31 16:12:23,Z1-Freezer,humidity,52.8,50 to 70%,normal
2025-08-31 16:12:23,Z2-Chiller,temperature,3.36,2 to 4 °C,normal
2025-08-31 16:12:23,Z2-Chiller,humidity,78.92,70 to 80%,normal
2025-08-31 16:12:23,Z3-Produce,temperature,10.04,8 to 12 °C,normal
2025-08-31 16:12:23,Z3-Produce,humidity,90.06,80 to 95%,normal
2025-08-31 16:12:23,Z4-Pharma,temperature,-6.56,-5 to -2 °C,alert
2025-08-31 16:12:23,Z4-Pharma,humidity,58.3,50 to 60%,alert
2025-08-31 16:12:25,Z1-Freezer,temperature,-20.93,-22 to -18 °C,normal
2025-08-31 16:12:25,Z1-Freezer,humidity,56.4,50 to 70%,normal
2025-08-31 16:12:25,Z2-Chiller,temperature,2.29,2 to 4 °C,normal
2025-08-31 16:12:25,Z2-Chiller,humidity,79.5,70 to 80%,normal
2025-08-31 16:12:25,Z3-Produce,temperature,11.3,8 to 12 °C,normal
2025-08-31 16:12:25,Z3-Produce,humidity,82.73,80 to 95%,normal
2025-08-31 16:12:25,Z4-Pharma,temperature,-2.93,-5 to -2 °C,normal
2025-08-31 16:12:25,Z4-Pharma,humidity,56.22,50 to 60%,normal
2025-08-31 16:12:27,Z1-Freezer,temperature,-23.84,-22 to -18 °C,alert
2025-08-31 16:12:27,Z1-Freezer,humidity,64.89,50 to 70%,alert
2025-08-31 16:12:27,Z2-Chiller,temperature,3.45,2 to 4 °C,alert
2025-08-31 16:12:27,Z2-Chiller,humidity,67.76,70 to 80%,alert
2025-08-31 16:12:27,Z3-Produce,temperature,10.66,8 to 12 °C,normal
2025-08-31 16:12:27,Z3-Produce,humidity,80.85,80 to 95%,normal
2025-08-31 16:12:27,Z4-Pharma,temperature,-3.51,-5 to -2 °C,normal
2025-08-31 16:12:27,Z4-Pharma,humidity,50.86,50 to 60%,normal
2025-08-31 16:12:29,Z1-Freezer,temperature,-18.14,-22 to -18 °C,normal
2025-08-31 16:12:29,Z1-Freezer,humidity,58.72,50 to 70%,normal
2025-08-31 16:12:29,Z2-Chiller,temperature,2.47,2 to 4 °C,normal
2025-08-31 16:12:29,Z2-Chiller,humidity,78.33,70 to 80%,normal
2025-08-31 16:12:29,Z3-Produce,temperature,9.19,8 to 12 °C,normal
2025-08-31 16:12:29,Z3-Produce,humidity,90.38,80 to 95%,normal
2025-08-31 16:12:29,Z4-Pharma,temperature,-4.93,-5 to -2 °C,normal
2025-08-31 16:12:29,Z4-Pharma,humidity,55.97,50 to 60%,normal
2025-08-31 16:12:31,Z1-Freezer,temperature,-18.1,-22 to -18 °C,normal
2025-08-31 16:12:31,Z1-Freezer,humidity,57.49,50 to 70%,normal
2025-08-31 16:12:31,Z2-Chiller,temperature,2.21,2 to 4 °C,normal
2025-08-31 16:12:31,Z2-Chiller,humidity,74.13,70 to 80%,normal
2025-08-31 16:12:31,Z3-Produce,temperature,10.12,8 to 12 °C,normal
2025-08-31 16:12:31,Z3-Produce,humidity,83.8,80 to 95%,normal
2025-08-31 16:12:31,Z4-Pharma,temperature,-4.57,-5 to -2 °C,normal
2025-08-31 16:12:31,Z4-Pharma,humidity,58.99,50 to 60%,normal
2025-08-31 16:12:33,Z1-Freezer,temperature,-21.5,-22 to -18 °C,normal
2025-08-31 16:12:33,Z1-Freezer,humidity,54.57,50 to 70%,normal
2025-08-31 16:12:33,Z2-Chiller,temperature,2.98,2 to 4 °C,normal
2025-08-31 16:12:33,Z2-Chiller,humidity,70.14,70 to 80%,normal
2025-08-31 16:12:33,Z3-Produce,temperature,11.42,8 to 12 °C,normal
2025-08-31 16:12:33,Z3-Produce,humidity,88.85,80 to 95%,normal
2025-08-31 16:12:33,Z4-Pharma,temperature,-3.94,-5 to -2 °C,normal
2025-08-31 16:12:33,Z4-Pharma,humidity,58.89,50 to 60%,normal
2025-08-31 16:12:35,Z1-Freezer,temperature,-18.64,-22 to -18 °C,normal
2025-08-31 16:12:35,Z1-Freezer,humidity,53.12,50 to 70%,normal
2025-08-31 16:12:35,Z2-Chiller,temperature,2.61,2 to 4 °C,normal
2025-08-31 16:12:35,Z2-Chiller,humidity,77.98,70 to 80%,normal
2025-08-31 16:12:35,Z3-Produce,temperature,8.79,8 to 12 °C,normal
2025-08-31 16:12:35,Z3-Produce,humidity,84.97,80 to 95%,normal
2025-08-31 16:12:35,Z4-Pharma,temperature,-2.45,-5 to -2 °C,alert
2025-08-31 16:12:35,Z4-Pharma,humidity,62.75,50 to 60%,alert
2025-08-31 16:12:37,Z1-Freezer,temperature,-20.46,-22 to -18 °C,normal
2025-08-31 16:12:37,Z1-Freezer,humidity,50.04,50 to 70%,normal
2025-08-31 16:12:37,Z2-Chiller,temperature,6.44,2 to 4 °C,alert
2025-08-31 16:12:37,Z2-Chiller,humidity,76.48,70 to 80%,alert
2025-08-31 16:12:37,Z3-Produce,temperature,11.51,8 to 12 °C,normal
2025-08-31 16:12:37,Z3-Produce,humidity,86.11,80 to 95%,normal
2025-08-31 16:12:37,Z4-Pharma,temperature,-0.51,-5 to -2 °C,alert
2025-08-31 16:12:37,Z4-Pharma,humidity,51.0,50 to 60%,alert
2025-08-31 16:12:39,Z1-Freezer,temperature,-19.44,-22 to -18 °C,normal
2025-08-31 16:12:39,Z1-Freezer,humidity,53.94,50 to 70%,normal
2025-08-31 16:12:39,Z2-Chiller,temperature,3.02,2 to 4 °C,normal
2025-08-31 16:12:39,Z2-Chiller,humidity,74.18,70 to 80%,normal
2025-08-31 16:12:39,Z3-Produce,temperature,11.82,8 to 12 °C,normal
2025-08-31 16:12:39,Z3-Produce,humidity,82.45,80 to 95%,normal
2025-08-31 16:12:39,Z4-Pharma,temperature,-3.59,-5 to -2 °C,normal
2025-08-31 16:12:39,Z4-Pharma,humidity,53.12,50 to 60%,normal
2025-08-31 16:12:41,Z1-Freezer,temperature,-19.28,-22 to -18 °C,normal
2025-08-31 16:12:41,Z1-Freezer,humidity,68.67,50 to 70%,normal
2025-08-31 16:12:41,Z2-Chiller,temperature,3.29,2 to 4 °C,normal
2025-08-31 16:12:41,Z2-Chiller,humidity,75.61,70 to 80%,normal
2025-08-31 16:12:41,Z3-Produce,temperature,8.02,8 to 12 °C,normal
2025-08-31 16:12:41,Z3-Produce,humidity,88.0,80 to 95%,normal
2025-08-31 16:12:41,Z4-Pharma,temperature,-4.29,-5 to -2 °C,normal
2025-08-31 16:12:41,Z4-Pharma,humidity,58.57,50 to 60%,normal
2025-08-31 16:12:43,Z1-Freezer,temperature,-18.46,-22 to -18 °C,normal
2025-08-31 16:12:43,Z1-Freezer,humidity,57.01,50 to 70%,normal
2025-08-31 16:12:43,Z2-Chiller,temperature,2.24,2 to 4 °C,alert
2025-08-31 16:12:43,Z2-Chiller,humidity,69.05,70 to 80%,alert
2025-08-31 16:12:43,Z3-Produce,temperature,11.99,8 to 12 °C,normal
2025-08-31 16:12:43,Z3-Produce,humidity,88.19,80 to 95%,normal
2025-08-31 16:12:43,Z4-Pharma,temperature,-3.87,-5 to -2 °C,normal
2025-08-31 16:12:43,Z4-Pharma,humidity,59.98,50 to 60%,normal
2025-08-31 16:12:45,Z1-Freezer,temperature,-20.96,-22 to -18 °C,normal
2025-08-31 16:12:45,Z1-Freezer,humidity,58.79,50 to 70%,normal
2025-08-31 16:12:45,Z2-Chiller,temperature,3.85,2 to 4 °C,normal
2025-08-31 16:12:45,Z2-Chiller,humidity,71.62,70 to 80%,normal
2025-08-31 16:12:45,Z3-Produce,temperature,11.09,8 to 12 °C,normal
2025-08-31 16:12:45,Z3-Produce,humidity,85.58,80 to 95%,normal
2025-08-31 16:12:45,Z4-Pharma,temperature,-2.65,-5 to -2 °C,normal
2025-08-31 16:12:45,Z4-Pharma,humidity,52.66,50 to 60%,normal
2025-08-31 16:12:47,Z1-Freezer,temperature,-20.41,-22 to -18 °C,normal
2025-08-31 16:12:47,Z1-Freezer,humidity,65.48,50 to 70%,normal
2025-08-31 16:12:47,Z2-Chiller,temperature,2.15,2 to 4 °C,normal
2025-08-31 16:12:47,Z2-Chiller,humidity,70.11,70 to 80%,normal
2025-08-31 16:12:47,Z3-Produce,temperature,10.89,8 to 12 °C,normal
2025-08-31 16:12:47,Z3-Produce,humidity,86.48,80 to 95%,normal
2025-08-31 16:12:47,Z4-Pharma,temperature,-4.52,-5 to -2 °C,normal
2025-08-31 16:12:47,Z4-Pharma,humidity,59.45,50 to 60%,normal
2025-08-31 16:12:49,Z1-Freezer,temperature,-19.35,-22 to -18 °C,normal
2025-08-31 16:12:49,Z1-Freezer,humidity,59.85,50 to 70%,normal
2025-08-31 16:12:49,Z2-Chiller,temperature,2.96,2 to 4 °C,normal
2025-08-31 16:12:49,Z2-Chiller,humidity,75.41,70 to 80%,normal
2025-08-31 16:12:49,Z3-Produce,temperature,11.74,8 to 12 °C,normal
2025-08-31 16:12:49,Z3-Produce,humidity,94.74,80 to 95%,normal
2025-08-31 16:12:49,Z4-Pharma,temperature,-4.01,-5 to -2 °C,normal
2025-08-31 16:12:49,Z4-Pharma,humidity,55.86,50 to 60%,normal
2025-08-31 16:12:51,Z1-Freezer,temperature,-20.93,-22 to -18 °C,normal
2025-08-31 16:12:51,Z1-Freezer,humidity,59.59,50 to 70%,normal
2025-08-31 16:12:51,Z2-Chiller,temperature,3.09,2 to 4 °C,normal
2025-08-31 16:12:51,Z2-Chiller,humidity,77.6,70 to 80%,normal
2025-08-31 16:12:51,Z3-Produce,temperature,9.59,8 to 12 °C,normal
2025-08-31 16:12:51,Z3-Produce,humidity,88.3,80 to 95%,normal
2025-08-31 16:12:51,Z4-Pharma,temperature,-4.74,-5 to -2 °C,alert
2025-08-31 16:12:51,Z4-Pharma,humidity,49.64,50 to 60%,alert
2025-08-31 16:12:53,Z1-Freezer,temperature,-21.81,-22 to -18 °C,normal
2025-08-31 16:12:53,Z1-Freezer,humidity,61.73,50 to 70%,normal
2025-08-31 16:12:53,Z2-Chiller,temperature,2.59,2 to 4 °C,normal
2025-08-31 16:12:53,Z2-Chiller,humidity,71.79,70 to 80%,normal
2025-08-31 16:12:53,Z3-Produce,temperature,10.48,8 to 12 °C,normal
2025-08-31 16:12:53,Z3-Produce,humidity,88.74,80 to 95%,normal
2025-08-31 16:12:53,Z4-Pharma,temperature,-4.59,-5 to -2 °C,normal
2025-08-31 16:12:53,Z4-Pharma,humidity,51.33,50 to 60%,normal
2025-08-31 16:12:55,Z1-Freezer,temperature,-21.86,-22 to -18 °C,normal
2025-08-31 16:12:55,Z1-Freezer,humidity,57.67,50 to 70%,normal
2025-08-31 16:12:55,Z2-Chiller,temperature,2.19,2 to 4 °C,normal
2025-08-31 16:12:55,Z2-Chiller,humidity,71.8,70 to 80%,normal
2025-08-31 16:12:55,Z3-Produce,temperature,10.4,8 to 12 °C,normal
2025-08-31 16:12:55,Z3-Produce,humidity,87.34,80 to 95%,normal
2025-08-31 16:12:55,Z4-Pharma,temperature,-2.61,-5 to -2 °C,normal
2025-08-31 16:12:55,Z4-Pharma,humidity,54.39,50 to 60%,normal
2025-08-31 16:12:57,Z1-Freezer,temperature,-19.93,-22 to -18 °C,normal
2025-08-31 16:12:57,Z1-Freezer,humidity,63.54,50 to 70%,normal
2025-08-31 16:12:57,Z2-Chiller,temperature,3.77,2 to 4 °C,normal
2025-08-31 16:12:57,Z2-Chiller,humidity,70.65,70 to 80%,normal
2025-08-31 16:12:57,Z3-Produce,temperature,10.14,8 to 12 °C,normal
2025-08-31 16:12:57,Z3-Produce,humidity,83.64,80 to 95%,normal
2025-08-31 16:12:57,Z4-Pharma,temperature,-2.91,-5 to -2 °C,normal
2025-08-31 16:12:57,Z4-Pharma,humidity,57.26,50 to 60%,normal
2025-08-31 16:12:59,Z1-Freezer,temperature,-20.68,-22 to -18 °C,normal
2025-08-31 16:12:59,Z1-Freezer,humidity,57.08,50 to 70%,normal
2025-08-31 16:12:59,Z2-Chiller,temperature,2.41,2 to 4 °C,alert
2025-08-31 16:12:59,Z2-Chiller,humidity,82.51,70 to 80%,alert
2025-08-31 16:12:59,Z3-Produce,temperature,11.84,8 to 12 °C,normal
2025-08-31 16:12:59,Z3-Produce,humidity,82.78,80 to 95%,normal
2025-08-31 16:12:59,Z4-Pharma,temperature,-2.07,-5 to -2 °C,normal
2025-08-31 16:12:59,Z4-Pharma,humidity,51.56,50 to 60%,normal
2025-08-31 16:13:01,Z1-Freezer,temperature,-16.97,-22 to -18 °C,alert
2025-08-31 16:13:01,Z1-Freezer,humidity,68.45,50 to 70%,alert
2025-08-31 16:13:01,Z2-Chiller,temperature,2.04,2 to 4 °C,normal
2025-08-31 16:13:01,Z2-Chiller,humidity,79.57,70 to 80%,normal
2025-08-31 16:13:01,Z3-Produce,temperature,11.36,8 to 12 °C,normal
2025-08-31 16:13:01,Z3-Produce,humidity,81.66,80 to 95%,normal
2025-08-31 16:13:01,Z4-Pharma,temperature,-4.51,-5 to -2 °C,alert
2025-08-31 16:13:01,Z4-Pharma,humidity,60.95,50 to 60%,alert
2025-08-31 16:13:03,Z1-Freezer,temperature,-21.71,-22 to -18 °C,normal
2025-08-31 16:13:03,Z1-Freezer,humidity,69.11,50 to 70%,normal
2025-08-31 16:13:03,Z2-Chiller,temperature,2.81,2 to 4 °C,normal
2025-08-31 16:13:03,Z2-Chiller,humidity,70.32,70 to 80%,normal
2025-08-31 16:13:03,Z3-Produce,temperature,5.74,8 to 12 °C,alert
2025-08-31 16:13:03,Z3-Produce,humidity,83.67,80 to 95%,alert
2025-08-31 16:13:03,Z4-Pharma,temperature,-4.35,-5 to -2 °C,normal
2025-08-31 16:13:03,Z4-Pharma,humidity,56.55,50 to 60%,normal
2025-08-31 16:13:05,Z1-Freezer,temperature,-19.39,-22 to -18 °C,alert
2025-08-31 16:13:05,Z1-Freezer,humidity,49.46,50 to 70%,alert
2025-08-31 16:13:05,Z2-Chiller,temperature,2.2,2 to 4 °C,normal
2025-08-31 16:13:05,Z2-Chiller,humidity,74.8,70 to 80%,normal
2025-08-31 16:13:05,Z3-Produce,temperature,9.12,8 to 12 °C,normal
2025-08-31 16:13:05,Z3-Produce,humidity,81.05,80 to 95%,normal
2025-08-31 16:13:05,Z4-Pharma,temperature,-2.13,-5 to -2 °C,alert
2025-08-31 16:13:05,Z4-Pharma,humidity,47.05,50 to 60%,alert
2025-08-31 16:13:07,Z1-Freezer,temperature,-18.48,-22 to -18 °C,normal
2025-08-31 16:13:07,Z1-Freezer,humidity,56.33,50 to 70%,normal
2025-08-31 16:13:07,Z2-Chiller,temperature,2.73,2 to 4 °C,normal
2025-08-31 16:13:07,Z2-Chiller,humidity,78.83,70 to 80%,normal
2025-08-31 16:13:07,Z3-Produce,temperature,11.78,8 to 12 °C,normal
2025-08-31 16:13:07,Z3-Produce,humidity,89.85,80 to 95%,normal
2025-08-31 16:13:07,Z4-Pharma,temperature,-0.1,-5 to -2 °C,alert
2025-08-31 16:13:07,Z4-Pharma,humidity,54.59,50 to 60%,alert
2025-08-31 16:13:09,Z1-Freezer,temperature,-19.28,-22 to -18 °C,normal
2025-08-31 16:13:09,Z1-Freezer,humidity,66.42,50 to 70%,normal
2025-08-31 16:13:09,Z2-Chiller,temperature,5.07,2 to 4 °C,alert
2025-08-31 16:13:09,Z2-Chiller,humidity,77.44,70 to 80%,alert
2025-08-31 16:13:09,Z3-Produce,temperature,11.1,8 to 12 °C,normal
2025-08-31 16:13:09,Z3-Produce,humidity,85.2,80 to 95%,normal
2025-08-31 16:13:09,Z4-Pharma,temperature,-5.31,-5 to -2 °C,alert
2025-08-31 16:13:09,Z4-Pharma,humidity,51.37,50 to 60%,alert
2025-08-31 16:13:11,Z1-Freezer,temperature,-19.62,-22 to -18 °C,normal
2025-08-31 16:13:11,Z1-Freezer,humidity,57.42,50 to 70%,normal
2025-08-31 16:13:11,Z2-Chiller,temperature,3.14,2 to 4 °C,normal
2025-08-31 16:13:11,Z2-Chiller,humidity,70.39,70 to 80%,normal
2025-08-31 16:13:11,Z3-Produce,temperature,8.39,8 to 12 °C,normal
2025-08-31 16:13:11,Z3-Produce,humidity,93.87,80 to 95%,normal
2025-08-31 16:13:11,Z4-Pharma,temperature,-3.88,-5 to -2 °C,normal
2025-08-31 16:13:11,Z4-Pharma,humidity,56.09,50 to 60%,normal
2025-08-31 16:13:13,Z1-Freezer,temperature,-21.92,-22 to -18 °C,normal
2025-08-31 16:13:13,Z1-Freezer,humidity,65.66,50 to 70%,normal
2025-08-31 16:13:13,Z2-Chiller,temperature,2.89,2 to 4 °C,normal
2025-08-31 16:13:13,Z2-Chiller,humidity,75.61,70 to 80%,normal
2025-08-31 16:13:13,Z3-Produce,temperature,8.53,8 to 12 °C,normal
2025-08-31 16:13:13,Z3-Produce,humidity,89.17,80 to 95%,normal
2025-08-31 16:13:13,Z4-Pharma,temperature,0.18,-5 to -2 °C,alert
2025-08-31 16:13:13,Z4-Pharma,humidity,58.37,50 to 60%,alert
2025-08-31 16:13:15,Z1-Freezer,temperature,-19.93,-22 to -18 °C,normal
2025-08-31 16:13:15,Z1-Freezer,humidity,57.77,50 to 70%,normal
2025-08-31 16:13:15,Z2-Chiller,temperature,3.9,2 to 4 °C,normal
2025-08-31 16:13:15,Z2-Chiller,humidity,74.17,70 to 80%,normal
2025-08-31 16:13:15,Z3-Produce,temperature,8.99,8 to 12 °C,normal
2025-08-31 16:13:15,Z3-Produce,humidity,82.7,80 to 95%,normal
2025-08-31 16:13:15,Z4-Pharma,temperature,-2.11,-5 to -2 °C,alert
2025-08-31 16:13:15,Z4-Pharma,humidity,48.75,50 to 60%,alert
2025-08-31 16:13:17,Z1-Freezer,temperature,-21.11,-22 to -18 °C,normal
2025-08-31 16:13:17,Z1-Freezer,humidity,64.89,50 to 70%,normal
2025-08-31 16:13:17,Z2-Chiller,temperature,3.16,2 to 4 °C,normal
2025-08-31 16:13:17,Z2-Chiller,humidity,77.53,70 to 80%,normal
2025-08-31 16:13:17,Z3-Produce,temperature,8.69,8 to 12 °C,normal
2025-08-31 16:13:17,Z3-Produce,humidity,89.23,80 to 95%,normal
2025-08-31 16:13:17,Z4-Pharma,temperature,-1.79,-5 to -2 °C,alert
2025-08-31 16:13:17,Z4-Pharma,humidity,54.6,50 to 60%,alert
2025-08-31 16:13:19,Z1-Freezer,temperature,-18.0,-22 to -18 °C,alert
2025-08-31 16:13:19,Z1-Freezer,humidity,48.37,50 to 70%,alert
2025-08-31 16:13:19,Z2-Chiller,temperature,3.14,2 to 4 °C,normal
2025-08-31 16:13:19,Z2-Chiller,humidity,79.74,70 to 80%,normal
2025-08-31 16:13:19,Z3-Produce,temperature,9.94,8 to 12 °C,normal
2025-08-31 16:13:19,Z3-Produce,humidity,94.89,80 to 95%,normal
2025-08-31 16:13:19,Z4-Pharma,temperature,-2.76,-5 to -2 °C,normal
2025-08-31 16:13:19,Z4-Pharma,humidity,57.49,50 to 60%,normal
2025-08-31 16:13:21,Z1-Freezer,temperature,-18.07,-22 to -18 °C,normal
2025-08-31 16:13:21,Z1-Freezer,humidity,60.77,50 to 70%,normal
2025-08-31 16:13:21,Z2-Chiller,temperature,2.36,2 to 4 °C,normal
2025-08-31 16:13:21,Z2-Chiller,humidity,70.96,70 to 80%,normal
2025-08-31 16:13:21,Z3-Produce,temperature,8.01,8 to 12 °C,normal
2025-08-31 16:13:21,Z3-Produce,humidity,87.2,80 to 95%,normal
2025-08-31 16:13:21,Z4-Pharma,temperature,-2.57,-5 to -2 °C,normal
2025-08-31 16:13:21,Z4-Pharma,humidity,50.14,50 to 60%,normal
2025-08-31 16:13:23,Z1-Freezer,temperature,-20.36,-22 to -18 °C,normal
2025-08-31 16:13:23,Z1-Freezer,humidity,62.68,50 to 70%,normal
2025-08-31 16:13:23,Z2-Chiller,temperature,3.48,2 to 4 °C,normal
2025-08-31 16:13:23,Z2-Chiller,humidity,72.57,70 to 80%,normal
2025-08-31 16:13:23,Z3-Produce,temperature,9.48,8 to 12 °C,normal
2025-08-31 16:13:23,Z3-Produce,humidity,88.14,80 to 95%,normal
2025-08-31 16:13:23,Z4-Pharma,temperature,-2.69,-5 to -2 °C,normal
2025-08-31 16:13:23,Z4-Pharma,humidity,55.85,50 to 60%,normal
2025-08-31 16:13:25,Z1-Freezer,temperature,-21.57,-22 to -18 °C,normal
2025-08-31 16:13:25,Z1-Freezer,humidity,65.2,50 to 70%,normal
2025-08-31 16:13:25,Z2-Chiller,temperature,3.3,2 to 4 °C,normal
2025-08-31 16:13:25,Z2-Chiller,humidity,71.95,70 to 80%,normal
2025-08-31 16:13:25,Z3-Produce,temperature,10.5,8 to 12 °C,normal
2025-08-31 16:13:25,Z3-Produce,humidity,92.32,80 to 95%,normal
2025-08-31 16:13:25,Z4-Pharma,temperature,-2.14,-5 to -2 °C,normal
2025-08-31 16:13:25,Z4-Pharma,humidity,59.28,50 to 60%,normal
2025-08-31 16:13:27,Z1-Freezer,temperature,-18.73,-22 to -18 °C,normal
2025-08-31 16:13:27,Z1-Freezer,humidity,51.44,50 to 70%,normal
2025-08-31 16:13:27,Z2-Chiller,temperature,3.61,2 to 4 °C,normal
2025-08-31 16:13:27,Z2-Chiller,humidity,72.78,70 to 80%,normal
2025-08-31 16:13:27,Z3-Produce,temperature,14.98,8 to 12 °C,alert
2025-08-31 16:13:27,Z3-Produce,humidity,83.95,80 to 95%,alert
2025-08-31 16:13:27,Z4-Pharma,temperature,-3.97,-5 to -2 °C,normal
2025-08-31 16:13:27,Z4-Pharma,humidity,54.58,50 to 60%,normal
2025-08-31 16:13:29,Z1-Freezer,temperature,-18.46,-22 to -18 °C,normal
2025-08-31 16:13:29,Z1-Freezer,humidity,61.95,50 to 70%,normal
2025-08-31 16:13:29,Z2-Chiller,temperature,3.23,2 to 4 °C,normal
2025-08-31 16:13:29,Z2-Chiller,humidity,74.86,70 to 80%,normal
2025-08-31 16:13:29,Z3-Produce,temperature,10.02,8 to 12 °C,normal
2025-08-31 16:13:29,Z3-Produce,humidity,93.92,80 to 95%,normal
2025-08-31 16:13:29,Z4-Pharma,temperature,-3.07,-5 to -2 °C,normal
2025-08-31 16:13:29,Z4-Pharma,humidity,53.32,50 to 60%,normal
2025-08-31 16:13:31,Z1-Freezer,temperature,-15.46,-22 to -18 °C,alert
2025-08-31 16:13:31,Z1-Freezer,humidity,58.62,50 to 70%,alert
2025-08-31 16:13:31,Z2-Chiller,temperature,3.4,2 to 4 °C,normal
2025-08-31 16:13:31,Z2-Chiller,humidity,74.37,70 to 80%,normal
2025-08-31 16:13:31,Z3-Produce,temperature,9.34,8 to 12 °C,normal
2025-08-31 16:13:31,Z3-Produce,humidity,80.1,80 to 95%,normal
2025-08-31 16:13:31,Z4-Pharma,temperature,-2.74,-5 to -2 °C,normal
2025-08-31 16:13:31,Z4-Pharma,humidity,50.84,50 to 60%,normal
2025-08-31 16:13:33,Z1-Freezer,temperature,-21.64,-22 to -18 °C,normal
2025-08-31 16:13:33,Z1-Freezer,humidity,68.34,50 to 70%,normal
2025-08-31 16:13:33,Z2-Chiller,temperature,-0.68,2 to 4 °C,alert
2025-08-31 16:13:33,Z2-Chiller,humidity,75.68,70 to 80%,alert
2025-08-31 16:13:33,Z3-Produce,temperature,10.4,8 to 12 °C,normal
2025-08-31 16:13:33,Z3-Produce,humidity,92.2,80 to 95%,normal
2025-08-31 16:13:33,Z4-Pharma,temperature,-3.91,-5 to -2 °C,normal
2025-08-31 16:13:33,Z4-Pharma,humidity,56.06,50 to 60%,normal
2025-08-31 16:13:35,Z1-Freezer,temperature,-20.04,-22 to -18 °C,normal
2025-08-31 16:13:35,Z1-Freezer,humidity,52.04,50 to 70%,normal
2025-08-31 16:13:35,Z2-Chiller,temperature,3.99,2 to 4 °C,normal
2025-08-31 16:13:35,Z2-Chiller,humidity,72.35,70 to 80%,normal
2025-08-31 16:13:35,Z3-Produce,temperature,11.59,8 to 12 °C,normal
2025-08-31 16:13:35,Z3-Produce,humidity,87.46,80 to 95%,normal
2025-08-31 16:13:35,Z4-Pharma,temperature,-5.86,-5 to -2 °C,alert
2025-08-31 16:13:35,Z4-Pharma,humidity,51.16,50 to 60%,alert
2025-08-31 16:13:37,Z1-Freezer,temperature,-18.42,-22 to -18 °C,normal
2025-08-31 16:13:37,Z1-Freezer,humidity,66.21,50 to 70%,normal
2025-08-31 16:13:37,Z2-Chiller,temperature,2.99,2 to 4 °C,normal
2025-08-31 16:13:37,Z2-Chiller,humidity,78.21,70 to 80%,normal
2025-08-31 16:13:37,Z3-Produce,temperature,10.96,8 to 12 °C,normal
2025-08-31 16:13:37,Z3-Produce,humidity,89.58,80 to 95%,normal
2025-08-31 16:13:37,Z4-Pharma,temperature,-2.51,-5 to -2 °C,normal
2025-08-31 16:13:37,Z4-Pharma,humidity,50.59,50 to 60%,normal
2025-08-31 16:13:39,Z1-Freezer,temperature,-19.91,-22 to -18 °C,normal
2025-08-31 16:13:39,Z1-Freezer,humidity,58.94,50 to 70%,normal
2025-08-31 16:13:39,Z2-Chiller,temperature,3.69,2 to 4 °C,normal
2025-08-31 16:13:39,Z2-Chiller,humidity,79.42,70 to 80%,normal
2025-08-31 16:13:39,Z3-Produce,temperature,9.29,8 to 12 °C,normal
2025-08-31 16:13:39,Z3-Produce,humidity,92.19,80 to 95%,normal
2025-08-31 16:13:39,Z4-Pharma,temperature,-4.09,-5 to -2 °C,normal
2025-08-31 16:13:39,Z4-Pharma,humidity,56.47,50 to 60%,normal
2025-08-31 16:13:41,Z1-Freezer,temperature,-17.31,-22 to -18 °C,alert
2025-08-31 16:13:41,Z1-Freezer,humidity,59.27,50 to 70%,alert
2025-08-31 16:13:41,Z2-Chiller,temperature,2.62,2 to 4 °C,normal
2025-08-31 16:13:41,Z2-Chiller,humidity,78.58,70 to 80%,normal
2025-08-31 16:13:41,Z3-Produce,temperature,8.02,8 to 12 °C,normal
